"Дата операции";"УНП";"Организация";"Действие";"Путь серверный";"Путь локальный";"Имя файла";"Размер, байт"
"07-08-2023 09:56:11";"700016074";"ИМНС";"Домен ГГК Доходы ""Центра КТК"", входящие: транзит из облКазн для ИМНС, получение с FTP";"/IMNS2/OUT";"K:\E_B_in\";"E#25000#215AFD5C.XML";"5116"
"07-08-2023 09:58:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-712bfc33-b7f6-4d9c-8c6f-a3eff3a8f297.tar";"10240"
"07-08-2023 10:06:18";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYL.722";"6005"
"07-08-2023 10:58:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0708.795";"25718"
"07-08-2023 11:08:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-a8c43ad5-20ad-4d53-a6f9-0d78222824cc.tar";"10240"
"07-08-2023 11:26:12";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYM.722";"3039"
"07-08-2023 11:34:12";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637463.700";"21451"
"07-08-2023 11:50:13";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637464.700";"1722"
"07-08-2023 11:56:12";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYN.722";"3415"
"07-08-2023 12:02:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0708.795";"28102"
"07-08-2023 12:10:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-0351801d-fb2f-4bd4-a847-a7d384349952.tar";"10240"
"07-08-2023 12:24:18";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYO.722";"5694"
"07-08-2023 12:32:12";"790195063";"Лесхоз";"Внебюджет, отправка на FTP";"/790195063/";"K:\E_A_in\";"w7005039.790195063";"3505"
"07-08-2023 12:36:18";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYP.722";"4277"
"07-08-2023 12:38:12";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637465.700";"3242"
"07-08-2023 12:38:13";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637466.700";"233"
"07-08-2023 13:22:15";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637467.700";"1722"
"07-08-2023 13:32:14";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637468.700";"14191"
"07-08-2023 13:58:12";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0708.795";"36080"
"07-08-2023 14:04:15";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, получение с FTP";"/";"K:\PTKMAIL\MailIn\";"370100FMS.722";"14431"
"07-08-2023 14:08:12";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-f65aa1c1-f735-4f99-8add-fb6fe200326d.tar";"10240"
"07-08-2023 14:58:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0708.795";"49590"
"07-08-2023 15:00:18";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYQ.722";"5558"
"07-08-2023 15:12:21";"";"Treasury";"Файловый обмен с облКазн: областной бюджет, отправка на FTP";"/";"K:\PTKMAIL\MailOut\";"470100JYR.722";"674"
"07-08-2023 15:52:12";"790195063";"Лесхоз";"Внебюджет, отправка на FTP";"/790195063/";"K:\E_A_in\";"w7005040.790195063";"426"
"07-08-2023 15:58:12";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950630001.700";"676"
"07-08-2023 15:58:13";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637470.700";"303"
"07-08-2023 15:58:13";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637471.700";"94698"
"07-08-2023 15:58:13";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637472.700";"45818"
"07-08-2023 15:58:14";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637473.700";"288"
"07-08-2023 15:58:14";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637474.700";"258"
"07-08-2023 15:58:14";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637475.700";"343"
"07-08-2023 15:58:15";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637476.700";"316"
"07-08-2023 15:58:15";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637477.700";"3636"
"07-08-2023 15:58:15";"790195063";"Лесхоз";"Внебюджет, получение с FTP";"/790195063/";"K:\E_A_out\790195063\";"v7901950637478.700";"233"
"07-08-2023 16:02:11";"";"Treasury";"Получение выписки текущего дня, получение с FTP";"/BANK";"K:\G_oper\";"725M0708.795";"51798"
"07-08-2023 16:34:10";"700016074";"ИМНС";"Отправлен в ИМНС, отправка на FTP";"/IMNS";"C:\Users\Admin\Downloads\ftp\700016074\";"722-700016074-7f92ad4c-8547-4555-9122-b1aeaeb57eb6.tar";"10240"

